packet_item_id	packet_id	comparison_id	comparison_row_sha256	parent_dual_review_manifest_sha256	batch_id	queue_id	queue_rank	screen_id	external_screen_id	gene_symbol	source_family_id	doi	paper_url	full_text_url	supplement_url	reviewer_a_review_id	reviewer_a_curator	reviewer_a_row_sha256	reviewer_a_evidence_level	reviewer_a_source_locator	reviewer_a_screen_model	reviewer_a_treatment_contrast	reviewer_a_screen_replication	reviewer_a_notes	reviewer_b_review_id	reviewer_b_curator	reviewer_b_row_sha256	reviewer_b_evidence_level	reviewer_b_source_locator	reviewer_b_screen_model	reviewer_b_treatment_contrast	reviewer_b_screen_replication	reviewer_b_notes	comparison_assessed_date	human_adjudication_required
orcs-2.0.18-batch-001-adjudication-v1:item:f4212351cac8931b30206cca8ddf3d8d6b0a028b364a8cac93271e40c1ea91cf	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001:review-comparison:sha256:8f78ef326ad0d2707f6a37e005d6e8340b3d072c6ebceca2a4e905602325b68b	f39339347bb4600f3cd9d0f9a0a3d46c92b42a07ea4187fc0018668cbfca75e8	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8	orcs-2.0.18-batch-001	orcs:2.0.18:curation-queue:v2:2169	4	orcs:2.0.18:screen:2169	2169	PBRM1	orcs:source-family:pubmed:28167502	10.1101/gad.291948.116	https://pubmed.ncbi.nlm.nih.gov/28167502/	https://pmc.ncbi.nlm.nih.gov/articles/PMC5322732/	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5322732/supplementaryFiles	orcs:2.0.18:full-text-review:screen:2169:v1	Codex-assisted single-curator review	3ca690cf61a8ba6080b7a4705b4946249ee5df646e2f6acf53bc34f76350b1f3	candidate_v2	Figures 2B-C and 3A-D: targeted follow-up with independent guides in PC9 and H1975 contexts	PC9 human EGFR-mutant lung cancer cells	30 nM gefitinib versus matched DMSO for approximately 17 days; resistance enrichment	Three replicate pairs reported; replicate unit not specified	Candidate V2 genes remain downstream outcomes; companion shRNA and ORF screens are grouped at the quantitative-asset family level.	orcs:2.0.18:full-text-review:screen:2169:v2	Independent Codex literature reviewer; per-study outcome mapping withheld	35f03e308502644b8d21653b1ea9244b61267df02578d8ca6ee87d259f4ba570	candidate_v2	Figures 2B-D and 3A-B: independent CRISPR perturbations in PC-9 with matched gefitinib response and target-loss assessment; no rescue	PC-9 human EGFR-mutant lung cancer cells	After editing, PC-9 cells were split to 30 nM gefitinib versus matched DMSO for approximately 17 days; resistance enrichment	The pooled screen was performed in three replicate arms	CIC and PBRM1 are V2 in the selected model and treatment direction; no same-model genetic rescue establishes V3.	2026-08-02	True
orcs-2.0.18-batch-001-adjudication-v1:item:b022afc748219acf7d9494c61be9face1574f074f773fa5c27a43c53a1facb8a	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001:review-comparison:sha256:1a0ac201b3cb9639f25844a9449631738db6da3d3c44618c37f4743ad03acbe5	0136c4f5c5d2e0a7dce2be69ac7c13909d648407cf0794fa6b8077b5d68efc17	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8	orcs-2.0.18-batch-001	orcs:2.0.18:curation-queue:v2:1348	5	orcs:2.0.18:screen:1348	1348	RNASEH2A	orcs:source-family:pubmed:29973717	10.1038/s41586-018-0291-z	https://pubmed.ncbi.nlm.nih.gov/29973717/	https://pmc.ncbi.nlm.nih.gov/articles/PMC6071917/	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6071917/supplementaryFiles	orcs:2.0.18:full-text-review:screen:1348:v1	Codex-assisted single-curator review	a38bd427c1ef95ca46649c7e2dc3a991622fd8cbacff6a3d73bbb4247fff6640	candidate_v3	Figure 2 and Extended Data Figures 2-4: targeted knockout phenotypes; RNASEH2A wild-type complementation provides rescue	HeLa human cervical cancer cells with stable Cas9	2 uM olaparib from day 6 to day 15, a 9-day exposure; matched untreated endpoint; sensitization depletion	Three technical treatment-control splits from one infected pool	RNASEH2A is candidate V3; RNASEH2B is candidate V2; RNASEH2C remains unadjudicated. The three cell models share one quantitative-asset family.	orcs:2.0.18:full-text-review:screen:1348:v2	Independent Codex literature reviewer; per-study outcome mapping withheld	31672389f6ebc105012853e98f234edf2d0d909d6f33cfa744179d38ddcc5a62	candidate_v3	Figure 2J and Extended Data Figure 4: RNASEH2A-null HeLa olaparib sensitivity is rescued by wild-type but not inactive RNASEH2A; RNASEH2B lacks equally explicit matched rescue	HeLa human cervical cancer cells with stable Cas9	2 uM olaparib from day 6 to day 15 with a matched untreated endpoint; sensitization depletion	Three technical screen replicates from one infected pool	RNASEH2A is V3 through same-model genetic complementation; RNASEH2B remains nonqualifying pending human adjudication of exact model and contrast linkage.	2026-08-02	True
orcs-2.0.18-batch-001-adjudication-v1:item:484b9a71e75b2ad242a118bb0aa0ee43903cde173a96b55ea658ffca48bba4db	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001:review-comparison:sha256:bda5f42a50fdd71fe100267b940c78a5a039b686b9a96376025b12409470d474	9ccd1107e90bc142e978ffbe3f6a2e9ee09c2f5acd3f34fb169ed88cdc5ee20f	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8	orcs-2.0.18-batch-001	orcs:2.0.18:curation-queue:v2:1348	5	orcs:2.0.18:screen:1348	1348	RNASEH2B	orcs:source-family:pubmed:29973717	10.1038/s41586-018-0291-z	https://pubmed.ncbi.nlm.nih.gov/29973717/	https://pmc.ncbi.nlm.nih.gov/articles/PMC6071917/	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6071917/supplementaryFiles	orcs:2.0.18:full-text-review:screen:1348:v1	Codex-assisted single-curator review	a38bd427c1ef95ca46649c7e2dc3a991622fd8cbacff6a3d73bbb4247fff6640	candidate_v2	Figure 2 and Extended Data Figures 2-4: targeted knockout phenotypes; RNASEH2A wild-type complementation provides rescue	HeLa human cervical cancer cells with stable Cas9	2 uM olaparib from day 6 to day 15, a 9-day exposure; matched untreated endpoint; sensitization depletion	Three technical treatment-control splits from one infected pool	RNASEH2A is candidate V3; RNASEH2B is candidate V2; RNASEH2C remains unadjudicated. The three cell models share one quantitative-asset family.	orcs:2.0.18:full-text-review:screen:1348:v2	Independent Codex literature reviewer; per-study outcome mapping withheld	31672389f6ebc105012853e98f234edf2d0d909d6f33cfa744179d38ddcc5a62	nonqualifying	Figure 2J and Extended Data Figure 4: RNASEH2A-null HeLa olaparib sensitivity is rescued by wild-type but not inactive RNASEH2A; RNASEH2B lacks equally explicit matched rescue	HeLa human cervical cancer cells with stable Cas9	2 uM olaparib from day 6 to day 15 with a matched untreated endpoint; sensitization depletion	Three technical screen replicates from one infected pool	RNASEH2A is V3 through same-model genetic complementation; RNASEH2B remains nonqualifying pending human adjudication of exact model and contrast linkage.	2026-08-02	True
orcs-2.0.18-batch-001-adjudication-v1:item:f1b3666dd0d4d91dcfc9a1ff254262510468b412f2fc6c0ccf5d893247bb4817	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001:review-comparison:sha256:7c5c998ef1efd2563f0c942e8d6ea97dd6f0d630f4e95a496022322c67d81dbb	89980649ce50b557cd4f69b1ad430faa1a23c3458cfec38cec4420ec742e009a	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8	orcs-2.0.18-batch-001	orcs:2.0.18:curation-queue:v2:632	6	orcs:2.0.18:screen:632	632	RB1	orcs:source-family:pubmed:30135075	10.1101/gad.315648.118	https://pubmed.ncbi.nlm.nih.gov/30135075/	https://pmc.ncbi.nlm.nih.gov/articles/PMC6120715/	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6120715/supplementaryFiles	orcs:2.0.18:full-text-review:screen:632:v1	Codex-assisted single-curator review	dae6719778c625a6714001ed226ce71dbcca70e0407ca4d757133f225d703dbf	candidate_v1	Figure 4C: two RB1 sgRNAs in an independent NMC797 model and JQ1 dose-response	NMC1015 (10-15) human NUT carcinoma cells with BRD4-NUTM1 fusion	200 nM JQ1 versus matched DMSO for approximately 17 days; resistance enrichment	Three replicate pairs reported; replicate unit not specified	RB1 disruption was not explicitly confirmed, so the follow-up remains V1; companion ORF-screen results cannot label this screen.	orcs:2.0.18:full-text-review:screen:632:v2	Independent Codex literature reviewer; per-study outcome mapping withheld	2014437f5e841a7c4476959adaaf6f83b197222ca0ef8f7e4244168684238ae7	candidate_v1	Figure 4C and Methods: two RB1 sgRNAs with controls and JQ1 dose response in NMC797, a model distinct from the NMC1015 screen	NMC1015 (10-15) human NUT carcinoma cells with BRD4-NUTM1 fusion	200 nM JQ1 versus matched DMSO for approximately 17 days; resistance enrichment	Three replicate pairs reported; replicate unit not specified	Independent review agrees on V1: follow-up used NMC797 rather than the NMC1015 screen model, and target-specific loss was not explicitly documented.	2026-08-02	True
orcs-2.0.18-batch-001-adjudication-v1:item:3b7df90172143b68178e63c099b4ff92c73fd023493b26fbfdefe5ef668ebcca	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001:review-comparison:sha256:7427aa42e393a25193e893fad534b5fd39b335eadf4db414f0aff29af77fb454	4151c94e9cdc71c1cbcd59655a3a0f946a99112cbc45cc2b5e9e7e721459435c	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8	orcs-2.0.18-batch-001	orcs:2.0.18:curation-queue:v2:1291	7	orcs:2.0.18:screen:1291	1291	SHLD1	orcs:source-family:pubmed:30154076	10.15252/embj.2018100158	https://pubmed.ncbi.nlm.nih.gov/30154076/	https://www.embopress.org/doi/full/10.15252/embj.2018100158	https://www.embopress.org/doi/suppl/10.15252/embj.2018100158	orcs:2.0.18:full-text-review:screen:1291:v1	Codex-assisted single-curator review	1593405fdf2d2092ce8633fb6b8db8ce7ea62d1798de8835d7b9cb69a8f3ab5d	nonqualifying	Mechanistic SHLD1 experiments use different models or endpoints and do not match the RPE1 doxorubicin contrast	hTERT-RPE1 human epithelial cells expressing Cas9	3 nM doxorubicin (IC25) versus water control for 14 days; sensitization depletion	Three replicate treatment-control pairs	No qualifying same-contrast validation event was identified; mechanistic evidence is retained as nonqualifying.	orcs:2.0.18:full-text-review:screen:1291:v2	Independent Codex literature reviewer; per-study outcome mapping withheld	ed32386037610fb301684fa13ac0116045f774dcaef2a0b18c09cec8765dc28e	nonqualifying	Mechanistic SHLD1 experiments use different models or endpoints and do not match the RPE1 doxorubicin contrast	hTERT-RPE1 human epithelial cells expressing Cas9	3 nM doxorubicin (IC25) versus water control for 14 days; sensitization depletion	Methods state triplicate, but the public raw-count matrix contains A/B pairs only for T0, vehicle and doxorubicin	Independent review found a public six-sample raw-count matrix in Dataset EV3, but SHLD1 follow-up did not test the RPE1 doxorubicin contrast; it remains nonqualifying.	2026-08-02	True
orcs-2.0.18-batch-001-adjudication-v1:item:d54833eda55042a977af7dbd40bc38287dcc173229e8b955c2e98d761540ee7f	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001:review-comparison:sha256:f35f497fb56ab5597e903fb334135342140ddbea559bf23ff36f4caf74dbff1f	db8a3c6d7b54f96781a0c65370b8c1ba94cc6f40e983b522eadab5627ea1d2b0	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8	orcs-2.0.18-batch-001	orcs:2.0.18:curation-queue:v2:1705	8	orcs:2.0.18:screen:1705	1705	MSH2	orcs:source-family:pubmed:30414698	10.1016/j.eururo.2018.10.040	https://pubmed.ncbi.nlm.nih.gov/30414698/	https://pmc.ncbi.nlm.nih.gov/articles/PMC6339584/	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6339584/supplementaryFiles	orcs:2.0.18:full-text-review:screen:1705:v1	Codex-assisted single-curator review	a3da3d37e5b08be9f186542f6e1e62f8bfdaafbf304f0573838f945564668414	candidate_v2	Targeted MSH2 shRNAs in MGH-U4 and 253J with matched cisplatin viability and apoptosis assays	MGH-U4 human bladder cancer cells	3 uM cisplatin versus vehicle for 30 hours followed by recovery to confluence; resistance enrichment	Four replicate cultures per condition with 2 million cells each	Orthogonal perturbation supports candidate V2, pending complete supplement review, second curation and formal event extraction.	orcs:2.0.18:full-text-review:screen:1705:v2	Independent Codex literature reviewer; per-study outcome mapping withheld	2453db8af87e8fa2ca293758a3f9e81cab96a7a5cb30f6bf0bc0c8c4cbb7c4ef	candidate_v2	Figures 1-3 and Methods: two MSH2 shRNAs with non-targeting control, Western confirmation and matched cisplatin assays in MGH-U4 and 253J	MGH-U4 human bladder cancer cells	3 uM cisplatin versus vehicle for 30 hours followed by recovery to confluence; resistance enrichment	Four replicate cultures per condition with 2 million cells each	Independent review agrees on V2: two MSH2 shRNAs, perturbation confirmation, matched cisplatin response and controls in MGH-U4; no rescue.	2026-08-02	True
orcs-2.0.18-batch-001-adjudication-v1:item:26e777ff3eb607926d1d86d9da8aa1cddc6c75d6a2c9abac3e77be9f1b386f99	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001:review-comparison:sha256:12d14b6e248d520f8d5fe421ce153436b02371d90152c3746b6a145a739b47cb	1e69a7e3b2e0c0377a118605dfc734bc1b68dc9bc4fe973468d2550b01872880	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8	orcs-2.0.18-batch-001	orcs:2.0.18:curation-queue:v2:1110	9	orcs:2.0.18:screen:1110	1110	ADORA2A	orcs:source-family:pubmed:30449619	10.1016/j.cell.2018.10.024	https://pubmed.ncbi.nlm.nih.gov/30449619/	https://pmc.ncbi.nlm.nih.gov/articles/PMC6689405/	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6689405/supplementaryFiles	orcs:2.0.18:full-text-review:screen:1110:v1	Codex-assisted single-curator review	a6681ab560d573631840e3551af5e807350fbfbd8fd38086e62c3f85cf90d9c8	candidate_v1	Individual RNP sgRNAs in cells from two donors with matched CGS-21680 proliferation assays	Primary-derived human CD8-positive T cells	20 uM CGS-21680 versus vehicle during a 4-day restimulation; CFSE-low proliferating cells selected	Donor-derived populations are described, but the SRA run-to-treatment-arm map is not yet verified	Raw reads and their family are identified but not ingested; target-specific perturbation confirmation was not located, so this remains V1 and outcome-only.	orcs:2.0.18:full-text-review:screen:1110:v2	Independent Codex literature reviewer; per-study outcome mapping withheld	5e24dfe8bb0feb36ffc43feb2b3a1ce0c7522dba7205b7655a52bba7562253fa	candidate_v1	Figure 6 and Methods: ADORA2A and FAM105A tested with two sgRNAs in two donors under matched CGS-21680 proliferation assays; target-specific editing confirmation not reported	Primary-derived human CD8-positive T cells	20 uM CGS-21680 versus vehicle during a 4-day restimulation; CFSE-low proliferating cells selected	Two matched donor blocks (D5 and D6), each with vehicle/CGS-21680 by dividing/nondividing bins; eight relevant SRA runs	Independent review agrees on strict V1 because target-specific editing confirmation was not reported. The eight relevant SRA runs require a donor-blocked treatment-by-bin interaction.	2026-08-02	True
orcs-2.0.18-batch-001-adjudication-v1:item:6660fffa18803e46e8d92ab20e1570853054bb915c7eb3cce75b08952d72ed36	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001:review-comparison:sha256:6c63eec41cb2c4f59ed8ef79a83719c983bb3f844f58df40e401a6d0d0260966	867205b3741b7eb2311e0948ac7b1a5f46d55fd8648d0c14a0de83d8409c8f0d	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8	orcs-2.0.18-batch-001	orcs:2.0.18:curation-queue:v2:1110	9	orcs:2.0.18:screen:1110	1110	FAM105A	orcs:source-family:pubmed:30449619	10.1016/j.cell.2018.10.024	https://pubmed.ncbi.nlm.nih.gov/30449619/	https://pmc.ncbi.nlm.nih.gov/articles/PMC6689405/	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6689405/supplementaryFiles	orcs:2.0.18:full-text-review:screen:1110:v1	Codex-assisted single-curator review	a6681ab560d573631840e3551af5e807350fbfbd8fd38086e62c3f85cf90d9c8	candidate_v1	Individual RNP sgRNAs in cells from two donors with matched CGS-21680 proliferation assays	Primary-derived human CD8-positive T cells	20 uM CGS-21680 versus vehicle during a 4-day restimulation; CFSE-low proliferating cells selected	Donor-derived populations are described, but the SRA run-to-treatment-arm map is not yet verified	Raw reads and their family are identified but not ingested; target-specific perturbation confirmation was not located, so this remains V1 and outcome-only.	orcs:2.0.18:full-text-review:screen:1110:v2	Independent Codex literature reviewer; per-study outcome mapping withheld	5e24dfe8bb0feb36ffc43feb2b3a1ce0c7522dba7205b7655a52bba7562253fa	candidate_v1	Figure 6 and Methods: ADORA2A and FAM105A tested with two sgRNAs in two donors under matched CGS-21680 proliferation assays; target-specific editing confirmation not reported	Primary-derived human CD8-positive T cells	20 uM CGS-21680 versus vehicle during a 4-day restimulation; CFSE-low proliferating cells selected	Two matched donor blocks (D5 and D6), each with vehicle/CGS-21680 by dividing/nondividing bins; eight relevant SRA runs	Independent review agrees on strict V1 because target-specific editing confirmation was not reported. The eight relevant SRA runs require a donor-blocked treatment-by-bin interaction.	2026-08-02	True
orcs-2.0.18-batch-001-adjudication-v1:item:4baab6dfc89cb9653096082c0694e73199d9792b80e052d208bbd677c7817f0c	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001:review-comparison:sha256:b8a474c3afeda5c75f252a0b8ef5bb70001e9b1df0cfccd6c77ff643280eb672	6be45cc979240d9c310ff649e461135f32449a2f26d4996bf832a3848a633b2f	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8	orcs-2.0.18-batch-001	orcs:2.0.18:curation-queue:v2:2440	10	orcs:2.0.18:screen:2440	2440	RNASEH2A	orcs:source-family:pubmed:30532030	10.1038/s41388-018-0606-4	https://pubmed.ncbi.nlm.nih.gov/30532030/	https://pmc.ncbi.nlm.nih.gov/articles/PMC6450769/	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6450769/supplementaryFiles	orcs:2.0.18:full-text-review:screen:2440:v1	Codex-assisted single-curator review	bfaf68d0a393f17c2de8f7634d2513b78f5943eb5a0309fcbf2f8fa9b7914c2d	candidate_v2	Targeted RNASEH2A/B perturbations in 293A plus orthogonal and independent-model drug-response assays	HEK293-A human cells expressing Cas9	AZD6738 at IC20 versus DMSO for approximately 20 population doublings; serial endpoints through day 21	Three replicate populations per condition	Candidate V2 pending second curation; no qualifying gene-rescue event was identified.	orcs:2.0.18:full-text-review:screen:2440:v2	Independent Codex literature reviewer; per-study outcome mapping withheld	d73474a34e7c8a3f8ae3c2184a73813b14d3658d218e6aabc172ae462e3be020	candidate_v2	Figures 1-2 and Methods: individual sgRNA plus Western and orthogonal shRNA evidence for RNASEH2A/B with matched AZD6738 response in 293A; no rescue	HEK293-A human cells expressing Cas9	AZD6738 at IC20 versus DMSO for approximately 20 population doublings; serial endpoints through day 21	Three replicate populations per condition	Independent review agrees on V2 for RNASEH2A/B using independent or orthogonal perturbations with confirmation and matched AZD6738 response; no rescue.	2026-08-02	True
orcs-2.0.18-batch-001-adjudication-v1:item:2797c35da5fbf8168e429c4065ddc512bd4892678f7e3631d47df9e954215599	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001:review-comparison:sha256:f6747fc4aca3a1a27024e976b829a7f9fb1a584a9b4e5441a7c2f8c3593e29ca	9e66c283c7c501560165767e21416264d58f69f69b95775a31de07ee67aaff21	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8	orcs-2.0.18-batch-001	orcs:2.0.18:curation-queue:v2:2440	10	orcs:2.0.18:screen:2440	2440	RNASEH2B	orcs:source-family:pubmed:30532030	10.1038/s41388-018-0606-4	https://pubmed.ncbi.nlm.nih.gov/30532030/	https://pmc.ncbi.nlm.nih.gov/articles/PMC6450769/	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6450769/supplementaryFiles	orcs:2.0.18:full-text-review:screen:2440:v1	Codex-assisted single-curator review	bfaf68d0a393f17c2de8f7634d2513b78f5943eb5a0309fcbf2f8fa9b7914c2d	candidate_v2	Targeted RNASEH2A/B perturbations in 293A plus orthogonal and independent-model drug-response assays	HEK293-A human cells expressing Cas9	AZD6738 at IC20 versus DMSO for approximately 20 population doublings; serial endpoints through day 21	Three replicate populations per condition	Candidate V2 pending second curation; no qualifying gene-rescue event was identified.	orcs:2.0.18:full-text-review:screen:2440:v2	Independent Codex literature reviewer; per-study outcome mapping withheld	d73474a34e7c8a3f8ae3c2184a73813b14d3658d218e6aabc172ae462e3be020	candidate_v2	Figures 1-2 and Methods: individual sgRNA plus Western and orthogonal shRNA evidence for RNASEH2A/B with matched AZD6738 response in 293A; no rescue	HEK293-A human cells expressing Cas9	AZD6738 at IC20 versus DMSO for approximately 20 population doublings; serial endpoints through day 21	Three replicate populations per condition	Independent review agrees on V2 for RNASEH2A/B using independent or orthogonal perturbations with confirmation and matched AZD6738 response; no rescue.	2026-08-02	True
