sgrna_id,gene_symbol,SYN-SCREEN-01_control_1,SYN-SCREEN-01_control_2,SYN-SCREEN-01_treatment_1,SYN-SCREEN-01_treatment_2,SYN-SCREEN-02_control_1,SYN-SCREEN-02_control_2,SYN-SCREEN-02_treatment_1,SYN-SCREEN-02_treatment_2,SYN-SCREEN-03_control_1,SYN-SCREEN-03_control_2,SYN-SCREEN-03_treatment_1,SYN-SCREEN-03_treatment_2,SYN-SCREEN-04_control_1,SYN-SCREEN-04_control_2,SYN-SCREEN-04_treatment_1,SYN-SCREEN-04_treatment_2,SYN-SCREEN-05_control_1,SYN-SCREEN-05_control_2,SYN-SCREEN-05_treatment_1,SYN-SCREEN-05_treatment_2,SYN-SCREEN-06_control_1,SYN-SCREEN-06_control_2,SYN-SCREEN-06_treatment_1,SYN-SCREEN-06_treatment_2,SYN-SCREEN-07_control_1,SYN-SCREEN-07_control_2,SYN-SCREEN-07_treatment_1,SYN-SCREEN-07_treatment_2,SYN-SCREEN-08_control_1,SYN-SCREEN-08_control_2,SYN-SCREEN-08_treatment_1,SYN-SCREEN-08_treatment_2
SYN-SCREEN-01_GENE013_sg2,GENE013,1172,1015,502,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE013_sg3,GENE013,1073,1133,581,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE013_sg4,GENE013,617,578,249,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE014_sg1,GENE014,890,955,2021,1822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE014_sg2,GENE014,776,665,1101,1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE014_sg3,GENE014,1454,1070,1870,1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE014_sg4,GENE014,610,520,765,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE015_sg1,GENE015,481,558,320,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE015_sg2,GENE015,793,887,486,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE015_sg3,GENE015,849,744,392,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE015_sg4,GENE015,778,1123,562,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE016_sg1,GENE016,1074,857,1353,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE016_sg2,GENE016,692,549,827,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE016_sg3,GENE016,1123,851,1059,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE016_sg4,GENE016,555,560,800,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE017_sg1,GENE017,622,752,760,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE017_sg2,GENE017,443,425,446,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE017_sg3,GENE017,704,699,712,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE017_sg4,GENE017,762,977,1169,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE018_sg1,GENE018,924,802,1121,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE018_sg2,GENE018,1199,1145,962,1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE018_sg3,GENE018,618,984,758,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE018_sg4,GENE018,820,937,814,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE019_sg1,GENE019,1322,1126,1114,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE019_sg2,GENE019,589,762,607,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE019_sg3,GENE019,1042,1179,779,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE019_sg4,GENE019,961,997,635,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE020_sg1,GENE020,1223,951,1112,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE020_sg2,GENE020,765,1017,822,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE020_sg3,GENE020,718,731,954,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE020_sg4,GENE020,473,429,457,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE021_sg1,GENE021,775,1071,876,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE021_sg2,GENE021,1321,1182,1006,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE021_sg3,GENE021,363,461,577,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE021_sg4,GENE021,607,573,548,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE022_sg1,GENE022,487,514,435,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE022_sg2,GENE022,761,866,811,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE022_sg3,GENE022,1412,1105,882,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE022_sg4,GENE022,965,1229,854,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE023_sg1,GENE023,1096,1072,1025,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE023_sg2,GENE023,1110,937,836,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE023_sg3,GENE023,458,488,479,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE023_sg4,GENE023,399,479,466,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE024_sg1,GENE024,853,1169,822,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE024_sg2,GENE024,671,731,729,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE024_sg3,GENE024,980,1313,1209,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE024_sg4,GENE024,548,646,514,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE025_sg1,GENE025,1002,1074,1248,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE025_sg2,GENE025,894,913,1151,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE025_sg3,GENE025,689,577,724,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE025_sg4,GENE025,670,704,615,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE026_sg1,GENE026,659,598,561,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE026_sg2,GENE026,942,914,736,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE026_sg3,GENE026,497,608,551,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE026_sg4,GENE026,554,822,736,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE027_sg1,GENE027,1157,1100,1092,1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE027_sg2,GENE027,716,731,734,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE027_sg3,GENE027,738,883,647,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE027_sg4,GENE027,934,1338,1081,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE028_sg1,GENE028,723,895,717,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE028_sg2,GENE028,562,501,625,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE028_sg3,GENE028,683,714,714,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE028_sg4,GENE028,675,551,548,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE029_sg1,GENE029,589,707,708,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE029_sg2,GENE029,1345,1337,1360,1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE029_sg3,GENE029,1020,941,1052,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE029_sg4,GENE029,660,500,712,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE030_sg1,GENE030,426,431,470,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE030_sg2,GENE030,1314,1122,1066,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE030_sg3,GENE030,1195,1108,1166,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE030_sg4,GENE030,936,1195,940,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE031_sg1,GENE031,1051,1015,931,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE031_sg2,GENE031,1022,1038,1102,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE031_sg3,GENE031,514,491,574,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE031_sg4,GENE031,829,1122,1126,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE032_sg1,GENE032,907,882,990,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE032_sg2,GENE032,872,732,852,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE032_sg3,GENE032,561,618,728,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE032_sg4,GENE032,819,823,1035,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE033_sg1,GENE033,1005,1063,1029,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE033_sg2,GENE033,661,630,650,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE033_sg3,GENE033,638,581,647,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE033_sg4,GENE033,791,720,957,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE034_sg1,GENE034,584,644,585,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE034_sg2,GENE034,438,533,547,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE034_sg3,GENE034,859,954,1082,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE034_sg4,GENE034,537,472,512,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-01_GENE035_sg1,GENE035,1208,1104,1104,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
